countryCode,genus,species,decimalLongitude,decimalLatitude
PT,Drosophila,Drosophila simulans,-9.460826,38.788978
PT,Drosophila,Drosophila simulans,-9.438138,38.784346
PT,Drosophila,Drosophila simulans,-9.438138,38.784346
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.460826,38.788978
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.460826,38.788978
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.438138,38.784346
PT,Drosophila,Drosophila simulans,-9.438138,38.784346
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
PT,Drosophila,Drosophila simulans,-9.484918,38.803511
ZA,Drosophila,Drosophila simulans,30.8,-29.8
PT,Drosophila,Drosophila simulans,-25.61795,37.75246
PT,Drosophila,Drosophila simulans,-25.61228,37.7524
PT,Drosophila,Drosophila simulans,-25.61236,37.74789
PT,Drosophila,Drosophila simulans,-25.61787,37.75697
PT,Drosophila,Drosophila simulans,-25.62362,37.75253
PT,Drosophila,Drosophila simulans,-25.61803,37.74796
PT,Drosophila,Drosophila simulans,-25.6293,37.7526
PT,Drosophila,Drosophila simulans,-25.62371,37.74802
PT,Drosophila,Drosophila simulans,-25.61219,37.7569
PT,Drosophila,Drosophila simulans,-25.62938,37.74809
US,Drosophila,Drosophila simulans,-83.0538,42.3425
US,Drosophila,Drosophila simulans,-83.0538,42.3425
PT,Drosophila,Drosophila simulans,-25.68612,37.74874
PT,Drosophila,Drosophila simulans,-25.66343,37.74848
PT,Drosophila,Drosophila simulans,-25.68037,37.75318
PT,Drosophila,Drosophila simulans,-25.66351,37.74398
PT,Drosophila,Drosophila simulans,-25.68588,37.76225
PT,Drosophila,Drosophila simulans,-25.64632,37.75279
PT,Drosophila,Drosophila simulans,-25.6691,37.74855
PT,Drosophila,Drosophila simulans,-25.68604,37.75324
PT,Drosophila,Drosophila simulans,-27.22695,38.64358
PT,Drosophila,Drosophila simulans,-25.69747,37.74886
PT,Drosophila,Drosophila simulans,-25.69755,37.74436
PT,Drosophila,Drosophila simulans,-25.65759,37.75743
PT,Drosophila,Drosophila simulans,-25.67469,37.75312
PT,Drosophila,Drosophila simulans,-25.66326,37.75749
PT,Drosophila,Drosophila simulans,-25.64616,37.7618
PT,Drosophila,Drosophila simulans,-27.2212,38.64359
PT,Drosophila,Drosophila simulans,-27.22696,38.64809
PT,Drosophila,Drosophila simulans,-25.67461,37.75762
PT,Drosophila,Drosophila simulans,-25.6464,37.74829
PT,Drosophila,Drosophila simulans,-25.63481,37.76167
PT,Drosophila,Drosophila simulans,-25.63514,37.74365
PT,Drosophila,Drosophila simulans,-25.64081,37.74372
PT,Drosophila,Drosophila simulans,-25.68628,37.73973
PT,Drosophila,Drosophila simulans,-25.64073,37.74822
PT,Drosophila,Drosophila simulans,-27.22122,38.6481
PT,Drosophila,Drosophila simulans,-25.65783,37.74391
PT,Drosophila,Drosophila simulans,-27.22698,38.652589999999996
PT,Drosophila,Drosophila simulans,-25.70314,37.74893
PT,Drosophila,Drosophila simulans,-25.68061,37.73966
PT,Drosophila,Drosophila simulans,-25.63489,37.75717
PT,Drosophila,Drosophila simulans,-25.66886,37.76206
PT,Drosophila,Drosophila simulans,-25.66902,37.75305
PT,Drosophila,Drosophila simulans,-25.69203,37.73528
PT,Drosophila,Drosophila simulans,-25.6293,37.7526
PT,Drosophila,Drosophila simulans,-25.62922,37.7571
PT,Drosophila,Drosophila simulans,-25.65751,37.76193
PT,Drosophila,Drosophila simulans,-25.62913,37.76161
PT,Drosophila,Drosophila simulans,-25.69172,37.75331
PT,Drosophila,Drosophila simulans,-25.652,37.75286
PT,Drosophila,Drosophila simulans,-27.23271,38.64808
PT,Drosophila,Drosophila simulans,-25.68596,37.75775
PT,Drosophila,Drosophila simulans,-25.65791,37.73941
PT,Drosophila,Drosophila simulans,-25.68644,37.73071
PT,Drosophila,Drosophila simulans,-25.66359,37.73947
PT,Drosophila,Drosophila simulans,-25.66367,37.73497
PT,Drosophila,Drosophila simulans,-27.22119,38.63909
PT,Drosophila,Drosophila simulans,-27.21546,38.6436
PT,Drosophila,Drosophila simulans,-27.23269,38.64357
PT,Drosophila,Drosophila simulans,-25.67493,37.7396
PT,Drosophila,Drosophila simulans,-25.65767,37.75292
PT,Drosophila,Drosophila simulans,-25.67501,37.73509
PT,Drosophila,Drosophila simulans,-25.65183,37.76187
PT,Drosophila,Drosophila simulans,-25.69188,37.74429
PT,Drosophila,Drosophila simulans,-25.68021,37.76219
PT,Drosophila,Drosophila simulans,-25.68029,37.75768
PT,Drosophila,Drosophila simulans,-25.69195,37.73979
PT,Drosophila,Drosophila simulans,-25.66334,37.75299
PT,Drosophila,Drosophila simulans,-25.66918,37.74404
PT,Drosophila,Drosophila simulans,-25.67453,37.76213
PT,Drosophila,Drosophila simulans,-25.68069,37.73516
PT,Drosophila,Drosophila simulans,-25.66894,37.75756
PT,Drosophila,Drosophila simulans,-25.68045,37.74867
PT,Drosophila,Drosophila simulans,-25.6862,37.74423
PT,Drosophila,Drosophila simulans,-25.65775,37.74842
PT,Drosophila,Drosophila simulans,-25.67477,37.74861
PT,Drosophila,Drosophila simulans,-25.69164,37.75781
PT,Drosophila,Drosophila simulans,-25.64056,37.75723
PT,Drosophila,Drosophila simulans,-25.65216,37.74385
PT,Drosophila,Drosophila simulans,-27.22123,38.6526
PT,Drosophila,Drosophila simulans,-25.66318,37.762
PT,Drosophila,Drosophila simulans,-27.22693,38.63907
PT,Drosophila,Drosophila simulans,-25.65224,37.73934
PT,Drosophila,Drosophila simulans,-25.64649,37.74378
PT,Drosophila,Drosophila simulans,-27.23272,38.65258
PT,Drosophila,Drosophila simulans,-25.65208,37.74835
PT,Drosophila,Drosophila simulans,-25.68636,37.73522
PT,Drosophila,Drosophila simulans,-25.64624,37.7573
PT,Drosophila,Drosophila simulans,-25.67485,37.7441
PT,Drosophila,Drosophila simulans,-25.68053,37.74417
PT,Drosophila,Drosophila simulans,-25.65191,37.75736
PT,Drosophila,Drosophila simulans,-25.6918,37.7488
PT,Drosophila,Drosophila simulans,-25.66934,37.73503
PT,Drosophila,Drosophila simulans,-25.64065,37.75273
PT,Drosophila,Drosophila simulans,-25.66926,37.73953
PT,Drosophila,Drosophila simulans,-25.64048,37.76174
PT,Drosophila,Drosophila simulans,-25.63506,37.74816
PT,Drosophila,Drosophila simulans,-25.63497,37.75266
PT,Drosophila,Drosophila simulans,-27.23268,38.63906
PT,Drosophila,Drosophila simulans,-25.658,37.7349
US,Drosophila,Drosophila simulans,-74.1508,40.583
US,Drosophila,Drosophila simulans,-74.1508,40.583
US,Drosophila,Drosophila simulans,-71.291,44.3762
ZA,Drosophila,Drosophila simulans,26.516667,-33.316667
ZA,Drosophila,Drosophila simulans,26.516667,-33.316667
ZA,Drosophila,Drosophila simulans,19.4436,-33.645
CO,Rhodnius,Rhodnius prolixus,-71.452656,6.995375
CO,Rhodnius,Rhodnius prolixus,-71.724458,6.511111
VE,Rhodnius,Rhodnius prolixus,-66.881198,10.48754
GT,Rhodnius,Rhodnius prolixus,-89.847001,14.663243
VE,Rhodnius,Rhodnius prolixus,-69.7433,9.24167
VE,Rhodnius,Rhodnius prolixus,-69.8583,8.99167
VE,Rhodnius,Rhodnius prolixus,-70.6639,9.60833
VE,Rhodnius,Rhodnius prolixus,-69.8633,9.18278
VE,Rhodnius,Rhodnius prolixus,-68.55,9.83722
VE,Rhodnius,Rhodnius prolixus,-69.8611,9.21111
VE,Rhodnius,Rhodnius prolixus,-68.1361,9.77944
VE,Rhodnius,Rhodnius prolixus,-69.7039,9.25611
VE,Rhodnius,Rhodnius prolixus,-69.5683,9.36111
VE,Rhodnius,Rhodnius prolixus,-69.955,9.30389
VE,Rhodnius,Rhodnius prolixus,-69.6122,9.44556
VE,Rhodnius,Rhodnius prolixus,-69.6289,9.39333
VE,Rhodnius,Rhodnius prolixus,-69.6417,9.36333
VE,Rhodnius,Rhodnius prolixus,-69.1456,9.45
VE,Rhodnius,Rhodnius prolixus,-69.3083,9.66
VE,Rhodnius,Rhodnius prolixus,-69.1456,9.5
VE,Rhodnius,Rhodnius prolixus,-69.6206,9.29889
VE,Rhodnius,Rhodnius prolixus,-68.925,9.75
VE,Rhodnius,Rhodnius prolixus,-69.3206,9.70389
VE,Rhodnius,Rhodnius prolixus,-69.3767,8.69444
VE,Rhodnius,Rhodnius prolixus,-68.7139,9.73889
VE,Rhodnius,Rhodnius prolixus,-68.7144,9.73889
VE,Rhodnius,Rhodnius prolixus,-69.3467,9.62667
VE,Rhodnius,Rhodnius prolixus,-68.4111,9.72889
VE,Rhodnius,Rhodnius prolixus,-68.3278,9.73667
VE,Rhodnius,Rhodnius prolixus,-69.3228,9.64056
VE,Rhodnius,Rhodnius prolixus,-68.5894,9.79611
VE,Rhodnius,Rhodnius prolixus,-69.4561,9.45278
VE,Rhodnius,Rhodnius prolixus,-68.6139,9.68722
VE,Rhodnius,Rhodnius prolixus,-69.3839,9.54222
VE,Rhodnius,Rhodnius prolixus,-68.435,9.83944
VE,Rhodnius,Rhodnius prolixus,-68.4861,9.83944
VE,Rhodnius,Rhodnius prolixus,-70.31,9.7583
VE,Rhodnius,Rhodnius prolixus,-68.4633,9.84778
VE,Rhodnius,Rhodnius prolixus,-69.6811,9.14556
VE,Rhodnius,Rhodnius prolixus,-69.9517,9.44222
VE,Rhodnius,Rhodnius prolixus,-69.1444,9.28111
VE,Rhodnius,Rhodnius prolixus,-70.4417,9.53222
VE,Rhodnius,Rhodnius prolixus,-69.81,9.26556
VE,Rhodnius,Rhodnius prolixus,-69.73,9.155
VE,Rhodnius,Rhodnius prolixus,-69.7239,9.17111
VE,Rhodnius,Rhodnius prolixus,-69.8583,8.99167
VE,Rhodnius,Rhodnius prolixus,-69.7172,9.31222
VE,Rhodnius,Rhodnius prolixus,-69.96,9.27778
VE,Rhodnius,Rhodnius prolixus,-68.8289,9.91222
VE,Rhodnius,Rhodnius prolixus,-69.6933,9.31333
VE,Rhodnius,Rhodnius prolixus,-69.7144,9.35556
VE,Rhodnius,Rhodnius prolixus,-69.8633,9.18278
VE,Rhodnius,Rhodnius prolixus,-69.7156,9.27667
VE,Rhodnius,Rhodnius prolixus,-69.8433,9.33944
VE,Rhodnius,Rhodnius prolixus,-68.875,10.385
VE,Rhodnius,Rhodnius prolixus,-68.5433,10.59167
VE,Rhodnius,Rhodnius prolixus,-69.5561,9.30722
VE,Rhodnius,Rhodnius prolixus,-69.6289,9.39333
VE,Rhodnius,Rhodnius prolixus,-69.5061,9.435
VE,Rhodnius,Rhodnius prolixus,-67.3667,9.88722
VE,Rhodnius,Rhodnius prolixus,-68.4622,9.69556
VE,Rhodnius,Rhodnius prolixus,-69.9361,9.34444
VE,Rhodnius,Rhodnius prolixus,-67.8,9.7833
VE,Rhodnius,Rhodnius prolixus,-69.7133,9.09722
VE,Rhodnius,Rhodnius prolixus,-70.4417,9.20833
VE,Rhodnius,Rhodnius prolixus,-69.4444,9.53722
VE,Rhodnius,Rhodnius prolixus,-68.3906,9.59056
VE,Rhodnius,Rhodnius prolixus,-68.7144,9.73889
VE,Rhodnius,Rhodnius prolixus,-68.4861,9.83944
VE,Rhodnius,Rhodnius prolixus,-65.2322,9.91833
VE,Rhodnius,Rhodnius prolixus,-70.4417,9.53222
VE,Rhodnius,Rhodnius prolixus,-68.7528,9.71833
VE,Rhodnius,Rhodnius prolixus,-68.7139,9.73889
VE,Rhodnius,Rhodnius prolixus,-69.3517,9.62389
VE,Rhodnius,Rhodnius prolixus,-69.8728,8.98333
VE,Rhodnius,Rhodnius prolixus,-69.3839,9.54222
GT,Rhodnius,Rhodnius prolixus,-89.8,14.66667
VE,Rhodnius,Rhodnius prolixus,-69.9789,9.26333
VE,Rhodnius,Rhodnius prolixus,-69.96,9.27778
VE,Rhodnius,Rhodnius prolixus,-70.8283,9.2616
VE,Rhodnius,Rhodnius prolixus,-69.56,9.44556
GT,Rhodnius,Rhodnius prolixus,-89.385375,14.815384
GT,Rhodnius,Rhodnius prolixus,-89.385375,14.815384
GT,Rhodnius,Rhodnius prolixus,-89.385375,14.815384
VE,Rhodnius,Rhodnius prolixus,-69.635,9.08889
VE,Rhodnius,Rhodnius prolixus,-68.4278,9.77833
VE,Rhodnius,Rhodnius prolixus,-71.0572,9.57778
GT,Rhodnius,Rhodnius prolixus,-89.26667,14.81667
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.81667
GT,Rhodnius,Rhodnius prolixus,-89.8,14.23333
GT,Rhodnius,Rhodnius prolixus,-89.38333,14.71667
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.81667
VE,Rhodnius,Rhodnius prolixus,-70.4211,9.75722
GT,Rhodnius,Rhodnius prolixus,-89.25,14.78333
GT,Rhodnius,Rhodnius prolixus,-89.98333,14.38333
VE,Rhodnius,Rhodnius prolixus,-68.43,9.86944
GT,Rhodnius,Rhodnius prolixus,-89.3,14.76667
GT,Rhodnius,Rhodnius prolixus,-89.31667,14.75
GT,Rhodnius,Rhodnius prolixus,-89.4,14.66667
GT,Rhodnius,Rhodnius prolixus,-89.93333,14.13333
GT,Rhodnius,Rhodnius prolixus,-89.3,14.7
GT,Rhodnius,Rhodnius prolixus,-89.81667,14.71667
GT,Rhodnius,Rhodnius prolixus,-89.28333,14.7
GT,Rhodnius,Rhodnius prolixus,-89.41667,14.66667
GT,Rhodnius,Rhodnius prolixus,-89.83333,14.68333
GT,Rhodnius,Rhodnius prolixus,-89.81667,14.66667
GT,Rhodnius,Rhodnius prolixus,-89.31667,14.68333
GT,Rhodnius,Rhodnius prolixus,-89.81667,14.8
GT,Rhodnius,Rhodnius prolixus,-89.81667,14.78333
GT,Rhodnius,Rhodnius prolixus,-90.01667,14.03333
GT,Rhodnius,Rhodnius prolixus,-90.06667,14.06667
VE,Rhodnius,Rhodnius prolixus,-70.6313,9.7591
GT,Rhodnius,Rhodnius prolixus,-89.93333,14.68333
GT,Rhodnius,Rhodnius prolixus,-89.35,14.9
GT,Rhodnius,Rhodnius prolixus,-89.45,14.85
GT,Rhodnius,Rhodnius prolixus,-89.16667,14.68333
GT,Rhodnius,Rhodnius prolixus,-89.15,14.7
GT,Rhodnius,Rhodnius prolixus,-89.15,14.71667
GT,Rhodnius,Rhodnius prolixus,-89.33333,14.66667
GT,Rhodnius,Rhodnius prolixus,-89.4,14.66667
GT,Rhodnius,Rhodnius prolixus,-89.4,14.66667
VE,Rhodnius,Rhodnius prolixus,-68.2739,9.91722
VE,Rhodnius,Rhodnius prolixus,-70.4777,8.8
VE,Rhodnius,Rhodnius prolixus,-70.3183,8.59556
VE,Rhodnius,Rhodnius prolixus,-70.3644,8.47778
VE,Rhodnius,Rhodnius prolixus,-69.825,8.34167
VE,Rhodnius,Rhodnius prolixus,-69.6417,9.36333
VE,Rhodnius,Rhodnius prolixus,-70.2405,9.5216
VE,Rhodnius,Rhodnius prolixus,-69.6289,9.39333
VE,Rhodnius,Rhodnius prolixus,-69.5433,9.36
VE,Rhodnius,Rhodnius prolixus,-69.6122,9.44556
GT,Rhodnius,Rhodnius prolixus,-89.25,14.86667
VE,Rhodnius,Rhodnius prolixus,-69.56,9.44556
VE,Rhodnius,Rhodnius prolixus,-69.5239,9.41667
VE,Rhodnius,Rhodnius prolixus,-69.5206,9.37778
VE,Rhodnius,Rhodnius prolixus,-69.5394,9.45389
VE,Rhodnius,Rhodnius prolixus,-69.5372,9.47056
VE,Rhodnius,Rhodnius prolixus,-68.6778,9.89778
VE,Rhodnius,Rhodnius prolixus,-69.3083,9.66
VE,Rhodnius,Rhodnius prolixus,-69.3839,9.54222
VE,Rhodnius,Rhodnius prolixus,-68.074700000000007,9.91033
VE,Rhodnius,Rhodnius prolixus,-68.0666,9.95
VE,Rhodnius,Rhodnius prolixus,-69.375,9.56556
VE,Rhodnius,Rhodnius prolixus,-69.93,9.19556
VE,Rhodnius,Rhodnius prolixus,-69.5683,9.36111
VE,Rhodnius,Rhodnius prolixus,-69.955,9.30389
VE,Rhodnius,Rhodnius prolixus,-70.6313,9.7591
VE,Rhodnius,Rhodnius prolixus,-68.0554,9.97625
GT,Rhodnius,Rhodnius prolixus,-89.26667,14.86667
VE,Rhodnius,Rhodnius prolixus,-69.3517,9.62389
VE,Rhodnius,Rhodnius prolixus,-68.925,9.74333
VE,Rhodnius,Rhodnius prolixus,-68.8289,9.75278
VE,Rhodnius,Rhodnius prolixus,-69.2811,9.54667
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.81667
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.83333
GT,Rhodnius,Rhodnius prolixus,-89.26667,14.81667
GT,Rhodnius,Rhodnius prolixus,-89.3,14.96667
GT,Rhodnius,Rhodnius prolixus,-89.28333,14.8
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.91667
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.8
GT,Rhodnius,Rhodnius prolixus,-89.4,14.8
GT,Rhodnius,Rhodnius prolixus,-89.26667,14.9
GT,Rhodnius,Rhodnius prolixus,-89.31667,14.96667
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.96667
GT,Rhodnius,Rhodnius prolixus,-89.2,14.91667
GT,Rhodnius,Rhodnius prolixus,-90.21667,14.15
GT,Rhodnius,Rhodnius prolixus,-89.21667,14.93333
GT,Rhodnius,Rhodnius prolixus,-89.3,14.95
VE,Rhodnius,Rhodnius prolixus,-69.3183,9.65
GT,Rhodnius,Rhodnius prolixus,-89.38333,14.86667
GT,Rhodnius,Rhodnius prolixus,-89.31667,14.93333
VE,Rhodnius,Rhodnius prolixus,-69.7039,9.25611
VE,Rhodnius,Rhodnius prolixus,-69.3228,9.64056
VE,Rhodnius,Rhodnius prolixus,-68.4728,9.88889
VE,Rhodnius,Rhodnius prolixus,-68.4111,9.82056
GT,Rhodnius,Rhodnius prolixus,-89.91667,14.65
GT,Rhodnius,Rhodnius prolixus,-89.26667,14.78333
GT,Rhodnius,Rhodnius prolixus,-89.23333,14.76667
GT,Rhodnius,Rhodnius prolixus,-89.46667,14.96667
GT,Rhodnius,Rhodnius prolixus,-89.48333,14.98333
VE,Rhodnius,Rhodnius prolixus,-69.4561,9.45278
GT,Rhodnius,Rhodnius prolixus,-89.7,14.86667
GT,Rhodnius,Rhodnius prolixus,-89.33333,14.8
GT,Rhodnius,Rhodnius prolixus,-89.7,14.88333
GT,Rhodnius,Rhodnius prolixus,-89.68333,14.88333
GT,Rhodnius,Rhodnius prolixus,-89.71667,14.83333
GT,Rhodnius,Rhodnius prolixus,-89.4,14.85
GT,Rhodnius,Rhodnius prolixus,-89.7,14.88333
GT,Rhodnius,Rhodnius prolixus,-89.75,14.86667
GT,Rhodnius,Rhodnius prolixus,-89.66667,14.63333
GT,Rhodnius,Rhodnius prolixus,-89.83333,14.73333
GT,Rhodnius,Rhodnius prolixus,-89.43333,14.8
GT,Rhodnius,Rhodnius prolixus,-89.85,14.53333
VE,Rhodnius,Rhodnius prolixus,-69.4444,9.53722
VE,Rhodnius,Rhodnius prolixus,-69.9695,9.39544
VE,Rhodnius,Rhodnius prolixus,-69.4406,9.50722
GT,Rhodnius,Rhodnius prolixus,-89.73333,15
VE,Rhodnius,Rhodnius prolixus,-69.81,9.26556
GT,Rhodnius,Rhodnius prolixus,-89.71667,15.01667
GT,Rhodnius,Rhodnius prolixus,-89.38333,15.1
VE,Rhodnius,Rhodnius prolixus,-69.7172,9.31222
VE,Rhodnius,Rhodnius prolixus,-69.8633,9.18278
VE,Rhodnius,Rhodnius prolixus,-68.4861,9.83944
VE,Rhodnius,Rhodnius prolixus,-69.4267,9.51444
VE,Rhodnius,Rhodnius prolixus,-68.4633,9.84778
VE,Rhodnius,Rhodnius prolixus,-70.3183,8.59556
VE,Rhodnius,Rhodnius prolixus,-70.1833,8.68722
VE,Rhodnius,Rhodnius prolixus,-69.8506,8.31222
VE,Rhodnius,Rhodnius prolixus,-70.0694,8.66
VE,Rhodnius,Rhodnius prolixus,-70.3183,8.70167
VE,Rhodnius,Rhodnius prolixus,-69.7417,8.33
VE,Rhodnius,Rhodnius prolixus,-70.7253,8.44361
VE,Rhodnius,Rhodnius prolixus,-69.9283,8.21722
VE,Rhodnius,Rhodnius prolixus,-69.6111,8.025
VE,Rhodnius,Rhodnius prolixus,-70.1917,8.74167
VE,Rhodnius,Rhodnius prolixus,-69.9344,8.18
VE,Rhodnius,Rhodnius prolixus,-70.3639,8.76444
VE,Rhodnius,Rhodnius prolixus,-68.5444,9.34222
VE,Rhodnius,Rhodnius prolixus,-69.4539,8.79444
VE,Rhodnius,Rhodnius prolixus,-70.3644,8.47778
VE,Rhodnius,Rhodnius prolixus,-69.7433,8.14778
VE,Rhodnius,Rhodnius prolixus,-69.755,8.095
VE,Rhodnius,Rhodnius prolixus,-69.0922,8.08
VE,Rhodnius,Rhodnius prolixus,-70.2917,8.69167
VE,Rhodnius,Rhodnius prolixus,-69.7833,8.1833
VE,Rhodnius,Rhodnius prolixus,-68.0583,9.84944
VE,Rhodnius,Rhodnius prolixus,-69.725,8.12944
VE,Rhodnius,Rhodnius prolixus,-69.9194,8.15833
VE,Rhodnius,Rhodnius prolixus,-68.49,9.82333
VE,Rhodnius,Rhodnius prolixus,-68.55,9.83722
VE,Rhodnius,Rhodnius prolixus,-69.1989,8.69944
VE,Rhodnius,Rhodnius prolixus,-69.5217,9.48722
VE,Rhodnius,Rhodnius prolixus,-70.3,9.7
VE,Rhodnius,Rhodnius prolixus,-69.5361,9.51444
VE,Rhodnius,Rhodnius prolixus,-68.762200000000007,9.78333
VE,Rhodnius,Rhodnius prolixus,-69.5933,9.43722
VE,Rhodnius,Rhodnius prolixus,-68.6044,9.84167
VE,Rhodnius,Rhodnius prolixus,-69.285,9.72278
VE,Rhodnius,Rhodnius prolixus,-69.755,9.39333
VE,Rhodnius,Rhodnius prolixus,-69.3333,9.71833
VE,Rhodnius,Rhodnius prolixus,-70.7539,9.71111
VE,Rhodnius,Rhodnius prolixus,-69.82,8.13889
VE,Rhodnius,Rhodnius prolixus,-70.3644,8.47778
VE,Rhodnius,Rhodnius prolixus,-70.0539,8.45611
VE,Rhodnius,Rhodnius prolixus,-70.3672,8.56444
VE,Rhodnius,Rhodnius prolixus,-69.8539,7.95642
VE,Rhodnius,Rhodnius prolixus,-69.9207,7.95836
VE,Rhodnius,Rhodnius prolixus,-67.7666,9.7833
VE,Rhodnius,Rhodnius prolixus,-70.4833,8.77944
VE,Rhodnius,Rhodnius prolixus,-70.3467,8.06389
VE,Rhodnius,Rhodnius prolixus,-68.762200000000007,9.78333
VE,Rhodnius,Rhodnius prolixus,-69.9417,8.79667
VE,Rhodnius,Rhodnius prolixus,-72.4489,8.79056
VE,Rhodnius,Rhodnius prolixus,-69.4861,8.11056
VE,Rhodnius,Rhodnius prolixus,-70.0783,8.48833
VE,Rhodnius,Rhodnius prolixus,-69.8417,8.26444
VE,Rhodnius,Rhodnius prolixus,-70.3183,8.70167
VE,Rhodnius,Rhodnius prolixus,-68.435,9.81944
VE,Rhodnius,Rhodnius prolixus,-70.3183,8.59556
VE,Rhodnius,Rhodnius prolixus,-68.49,9.82333
VE,Rhodnius,Rhodnius prolixus,-69.9267,9.30722
VE,Rhodnius,Rhodnius prolixus,-69.9194,9.22889
VE,Rhodnius,Rhodnius prolixus,-69.9267,9.30722
VE,Rhodnius,Rhodnius prolixus,-69.9372,9.30167
VE,Rhodnius,Rhodnius prolixus,-70.455,8.455
VE,Rhodnius,Rhodnius prolixus,-69.9344,8.18
VE,Rhodnius,Rhodnius prolixus,-70.6028,8.44889
VE,Rhodnius,Rhodnius prolixus,-69.925,8.35167
VE,Rhodnius,Rhodnius prolixus,-70.2433,8.93833
VE,Rhodnius,Rhodnius prolixus,-68.8289,9.75278
VE,Rhodnius,Rhodnius prolixus,-70.1542,9.10472
VE,Rhodnius,Rhodnius prolixus,-70.1087,8.28806
VE,Rhodnius,Rhodnius prolixus,-70.175,8.73222
VE,Rhodnius,Rhodnius prolixus,-68.1883,9.69444
VE,Rhodnius,Rhodnius prolixus,-68.887200000000007,9.45833
VE,Rhodnius,Rhodnius prolixus,-70.5778,8.37889
VE,Rhodnius,Rhodnius prolixus,-69.9674,8.65739
VE,Rhodnius,Rhodnius prolixus,-70.0974,8.61331
VE,Rhodnius,Rhodnius prolixus,-69.8506,8.31222
VE,Rhodnius,Rhodnius prolixus,-69.9633,9.355
VE,Rhodnius,Rhodnius prolixus,-68.575,9.78611
VE,Rhodnius,Rhodnius prolixus,-70.0694,8.66
VE,Rhodnius,Rhodnius prolixus,-70.387200000000007,8.15722
VE,Rhodnius,Rhodnius prolixus,-70.1111,8.64778
VE,Rhodnius,Rhodnius prolixus,-68.7139,9.73889
VE,Rhodnius,Rhodnius prolixus,-68.4111,9.72889
VE,Rhodnius,Rhodnius prolixus,-68.6278,9.78167
VE,Rhodnius,Rhodnius prolixus,-69.9517,8.77278
VE,Rhodnius,Rhodnius prolixus,-68.3561,9.72889
VE,Rhodnius,Rhodnius prolixus,-68.7528,9.71833
VE,Rhodnius,Rhodnius prolixus,-70.2917,8.69167
VE,Rhodnius,Rhodnius prolixus,-70.3478,8.56667
VE,Rhodnius,Rhodnius prolixus,-68.4633,9.84778
VE,Rhodnius,Rhodnius prolixus,-70.5017,8.48333
VE,Rhodnius,Rhodnius prolixus,-69.3372,8.70389
VE,Rhodnius,Rhodnius prolixus,-68.4206,9.80722
VE,Rhodnius,Rhodnius prolixus,-69.9239,8.88722
VE,Rhodnius,Rhodnius prolixus,-69.3767,8.69444
VE,Rhodnius,Rhodnius prolixus,-69.9908,8.9311
VE,Rhodnius,Rhodnius prolixus,-68.4111,9.82056
VE,Rhodnius,Rhodnius prolixus,-70.4033,8.75056
VE,Rhodnius,Rhodnius prolixus,-70.4139,8.77667
VE,Rhodnius,Rhodnius prolixus,-70.2711,8.26556
VE,Rhodnius,Rhodnius prolixus,-69.8906,8.74556
VE,Rhodnius,Rhodnius prolixus,-70.1061,8.58889
VE,Rhodnius,Rhodnius prolixus,-69.3489,8.58611
VE,Rhodnius,Rhodnius prolixus,-68.3833,9.81389
VE,Rhodnius,Rhodnius prolixus,-70.9414,8.35583
VE,Rhodnius,Rhodnius prolixus,-69.6239,8.76556
VE,Rhodnius,Rhodnius prolixus,-69.575,8.74722
VE,Rhodnius,Rhodnius prolixus,-69.25,8.55
VE,Rhodnius,Rhodnius prolixus,-68.4333,9.82833
VE,Rhodnius,Rhodnius prolixus,-69.9789,9.37944
VE,Rhodnius,Rhodnius prolixus,-69.3978,8.40056
VE,Rhodnius,Rhodnius prolixus,-67.5417,9.34778
VE,Rhodnius,Rhodnius prolixus,-68.4883,9.71667
VE,Rhodnius,Rhodnius prolixus,-68.3183,9.79167
VE,Rhodnius,Rhodnius prolixus,-69.3917,8.71444
VE,Rhodnius,Rhodnius prolixus,-68.3278,9.79167
VE,Rhodnius,Rhodnius prolixus,-69.5361,8.78
VE,Rhodnius,Rhodnius prolixus,-70.1917,8.74167
VE,Rhodnius,Rhodnius prolixus,-69.6083,8.84167
VE,Rhodnius,Rhodnius prolixus,-70.4822,8.16
VE,Rhodnius,Rhodnius prolixus,-68.1194,9.80556
VE,Rhodnius,Rhodnius prolixus,-67.7583,9.74444
